DATA,TMED,CHUVA
2023-06-18,13.891666666666666,0.0
2023-06-19,13.033333333333333,0.0
2023-06-20,17.595833333333335,0.0
2023-06-21,18.945833333333333,0.0
2023-06-22,19.829166666666666,1.7999999999999998
2023-06-23,18.070833333333333,7.7
2023-06-24,22.066666666666666,0.0
2023-06-25,23.725000000000005,0.0
2023-06-26,20.704166666666666,0.0
2023-06-27,22.224999999999998,0.0
2023-06-28,23.24166666666667,0.3
2023-06-29,16.462500000000002,0.0
2023-06-30,17.694117647058825,0.0
2023-07-01,17.599999999999998,0.0
2023-07-02,17.283333333333335,0.0
2023-07-03,18.333333333333332,0.3
2023-07-04,19.008333333333333,0.3
2023-07-05,18.583333333333332,1.6
2023-07-06,19.295833333333334,0.0
2023-07-07,20.045833333333334,0.0
2023-07-08,19.395833333333332,15.3
2023-07-09,18.995833333333334,0.0
2023-07-10,19.03333333333333,23.9
2023-07-11,17.520833333333332,23.699999999999996
2023-07-12,19.383333333333336,41.3
2023-07-13,19.920833333333334,2.4999999999999996
2023-07-14,14.887499999999998,0.0
2023-07-15,14.075000000000001,0.0
2023-07-16,16.837500000000002,0.0
2023-07-17,15.5,0.8
2023-07-18,13.0,1.6
2023-07-19,15.25,0.0
2023-07-20,17.412499999999998,4.8
2023-07-21,19.57916666666667,0.3
2023-07-22,20.008333333333333,0.0
2023-07-23,20.404166666666665,0.0
2023-07-24,19.45,0.0
2023-07-25,19.42083333333333,0.0
2023-07-26,19.7375,0.0
2023-07-27,17.495833333333334,0.0
2023-07-28,16.058333333333334,0.20000000000000007
2023-07-29,14.674999999999997,0.0
2023-07-30,14.700000000000001,0.0
2023-07-31,17.35,0.0
2023-08-01,17.441666666666666,0.0
2023-08-02,18.5625,0.0
2023-08-03,19.10833333333333,0.0
2023-08-04,19.779166666666665,0.0
2023-08-05,19.78333333333333,0.0
2023-08-06,19.958333333333332,0.0
2023-08-07,20.195833333333336,6.699999999999999
2023-08-08,17.6875,0.6
2023-08-09,17.383333333333333,15.899999999999999
2023-08-10,19.741666666666667,3.5
2023-08-11,19.724999999999998,5.1
2023-08-12,16.7,6.199999999999999
2023-08-13,14.166666666666666,0.0
2023-08-14,15.929166666666665,0.0
2023-08-15,18.837500000000002,0.0
2023-08-16,20.63913043478261,0.0
2023-08-17,20.820833333333333,0.5
2023-08-18,21.0625,37.4
2023-08-19,16.945833333333333,1.1
2023-08-20,18.375,0.3
2023-08-21,18.729166666666668,0.0
2023-08-22,19.629166666666666,7.1
2023-08-23,21.820833333333336,0.0
2023-08-24,18.099999999999998,22.4
2023-08-25,15.475,5.6
2023-08-26,15.241666666666667,0.0
2023-08-27,13.541666666666666,0.0
2023-08-28,12.995833333333332,0.0
2023-08-29,15.066666666666668,1.6
2023-08-30,17.970833333333335,2.3
2023-08-31,18.52916666666667,0.0
2023-09-01,18.029166666666665,0.3
2023-09-02,18.65833333333333,2.1
2023-09-03,19.241666666666667,6.6
2023-09-04,21.291666666666668,7.1000000000000005
2023-09-05,19.0,0.3
2023-09-06,17.183333333333334,0.0
2023-09-07,19.84166666666667,0.0
2023-09-08,20.091666666666665,0.0
2023-09-09,18.7375,0.8
2023-09-10,18.833333333333332,0.0
2023-09-11,20.537499999999998,1.3
2023-09-12,21.070833333333336,0.0
2023-09-13,20.587500000000002,2.8
2023-09-14,18.8125,0.0
2023-09-15,16.054166666666667,0.0
2023-09-16,19.825,0.5
2023-09-17,20.770833333333332,0.0
2023-09-18,22.341666666666665,0.0
2023-09-19,21.52916666666667,10.5
2023-09-20,22.45,0.3
2023-09-21,22.48333333333333,0.0
2023-09-22,22.4375,0.0
2023-09-23,21.583333333333332,0.0
2023-09-24,22.275000000000002,1.8
2023-09-25,19.25,12.6
2023-09-26,19.991666666666667,32.800000000000004
2023-09-27,19.695833333333336,12.4
2023-09-28,18.179166666666664,0.6
2023-09-29,19.791666666666668,0.3999999999999999
2023-09-30,19.725,14.0
2023-10-01,18.854166666666668,1.6
2023-10-02,17.26666666666667,0.0
2023-10-03,18.400000000000002,0.0
2023-10-04,18.966666666666665,69.9
2023-10-05,18.087500000000002,1.3
2023-10-06,18.583333333333332,8.9
2023-10-07,20.133333333333333,114.2
2023-10-08,18.88,0.6
2023-10-09,20.407142857142862,0.6
2023-10-10,20.09583333333333,0.3
2023-10-11,21.212500000000002,13.1
2023-10-12,17.34166666666667,52.199999999999996
2023-10-13,16.3125,0.0
2023-10-14,17.837500000000002,0.0
2023-10-15,19.15833333333333,2.2
2023-10-16,19.641666666666666,34.400000000000006
2023-10-17,21.53333333333333,4.6
2023-10-18,18.208333333333332,0.6
2023-10-19,17.916666666666668,0.0
2023-10-20,19.108333333333334,0.0
2023-10-21,20.087500000000002,0.0
2023-10-22,21.033333333333335,0.0
2023-10-23,21.7375,0.0
2023-10-24,22.162500000000005,0.0
2023-10-25,20.5625,0.0
2023-10-26,18.695833333333336,0.0
2023-10-27,19.2,2.8
2023-10-28,20.933333333333334,47.3
2023-10-29,23.5125,17.4
2023-10-30,22.60833333333333,10.2
2023-10-31,21.025,2.2
2023-11-01,21.6125,0.5
2023-11-02,20.129166666666666,13.999999999999998
2023-11-03,20.462500000000002,65.69999999999999
2023-11-04,20.320833333333333,0.3
2023-11-05,18.670833333333334,0.0
2023-11-06,19.412499999999998,0.0
2023-11-07,21.729166666666668,0.0
2023-11-08,22.625,0.0
2023-11-09,22.429166666666664,0.0
2023-11-10,22.59583333333333,0.0
2023-11-11,22.683333333333334,18.1
2023-11-12,25.266666666666666,0.0
2023-11-13,23.895833333333332,5.6
2023-11-14,22.241666666666664,22.9
2023-11-15,23.254166666666666,6.3999999999999995
2023-11-16,22.020833333333332,55.5
2023-11-17,21.349999999999998,0.2000000000000064
2023-11-18,23.362499999999997,3.8
2023-11-19,21.65833333333333,0.0
2023-11-20,22.47083333333333,0.0
2023-11-21,24.2,0.6
2023-11-22,24.104166666666668,2.600000000000005
2023-11-23,22.145833333333332,0.6
2023-11-24,22.212499999999995,0.0
2023-11-25,21.51666666666667,0.0
2023-11-26,21.9875,1.6
2023-11-27,22.275000000000002,7.199999999999999
2023-11-28,21.275,156.3
2023-11-29,22.554166666666664,4.9
2023-11-30,23.600000000000005,0.0
2023-12-01,24.0125,0.0
2023-12-02,25.40416666666667,0.0
2023-12-03,25.200000000000003,0.5
2023-12-04,24.445833333333336,4.6
2023-12-05,22.212500000000002,21.6
2023-12-06,25.570833333333336,1.6
2023-12-07,27.474999999999994,19.500000000000004
2023-12-08,22.125,13.299999999999999
2023-12-09,20.849999999999998,5.1
2023-12-10,20.46666666666667,31.2
2023-12-11,21.76666666666667,-0.10000000000000009
2023-12-12,23.599999999999998,0.0
2023-12-13,24.97083333333333,0.0
2023-12-14,25.212499999999995,0.0
2023-12-15,26.09166666666667,0.0
2023-12-16,26.21666666666667,0.0
2023-12-17,26.587500000000002,0.0
2023-12-18,26.900000000000002,0.0
2023-12-19,26.725000000000005,0.0
2023-12-20,25.90416666666667,0.0
2023-12-21,26.254166666666663,0.0
2023-12-22,27.204166666666666,0.0
2023-12-23,25.565217391304348,0.0
2023-12-24,25.383333333333336,0.6
2023-12-25,27.120833333333337,0.0
2023-12-26,23.67142857142857,0.0
2023-12-27,23.583333333333332,0.0
2023-12-28,25.191304347826087,0.3
2023-12-29,26.77916666666667,0.0
2023-12-30,24.275000000000002,0.0
2023-12-31,23.537500000000005,4.6
