Data;Hora (Local);Temp. Med. (C);Temp. Max. (C);Temp. Min. (C);Umi. Med. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Med. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Tend. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (graus);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
01/07/2023;000;16.8;17.1;16.2;83.6;86;81;14;14.3;13.7;0.34;1022.69;1022.35;0;293;0;;0.0
01/07/2023;100;16.2;16.3;16;88.3;89;86;14.2;14.4;13.9;-0.68;1022.69;1022.01;1.3;157;4.8;;0.0
01/07/2023;200;15.7;16;15.4;89;90;88;13.9;14.1;13.7;-0.68;1022.01;1021.33;0;270;0;;0.0
01/07/2023;300;15;15.3;14.8;90.3;92;90;13.4;13.8;13.2;0;1021.67;1021.33;0;135;0;;0.0
01/07/2023;400;15.1;15.3;15;92.8;93;92;14;14.2;13.8;-0.35;1021.33;1021;0.1;150;3.2;;0.0
01/07/2023;500;14.8;15.1;14.6;93.3;94;93;13.7;14.2;13.5;0.34;1021.33;1021;0;0;0;;0.0
01/07/2023;600;15.1;15.1;14.8;94;94;94;14.1;14.2;13.8;0.34;1021.67;1021.33;0;131;3.2;;0.0
01/07/2023;700;14.4;14.8;14.3;94;94;94;13.4;13.8;13.3;0.34;1022.35;1021.67;0;90;0;;0.0
01/07/2023;800;15.6;18.8;14.4;91;94;79;14.2;15.2;13.4;0.34;1022.35;1022.01;0;90;0;;0.0
01/07/2023;900;19.9;21.2;18.7;74.1;79;70;15.1;15.5;14.8;0.34;1022.69;1022.35;0.2;232;4.8;;0.0
01/07/2023;1000;21.3;22.4;20.4;69.5;72;66;15.5;16.1;15.1;-0.34;1022.69;1022.35;2.2;241;6.4;;0.0
01/07/2023;1100;23.3;24.1;21.6;65.1;69;63;16.4;17;15.4;-1.02;1022.35;1021.33;3.4;230;11.3;;0.0
01/07/2023;1200;24;24.4;23.3;63;65;60;16.5;16.9;15.9;-1.02;1021.33;1020.32;4.6;283;12.9;;0.0
01/07/2023;1300;23.6;24.6;23;60.8;63;60;15.6;16.4;15.2;0;1020.32;1019.98;7;267;17.7;;0.0
01/07/2023;1400;23;23.4;22.5;62.8;65;61;15.5;15.9;15.1;-0.34;1020.32;1019.98;5.9;306;16.1;;0.0
01/07/2023;1500;21.9;22.8;21.3;65.4;67;64;15.1;15.6;14.6;-0.34;1019.98;1019.64;6.8;248;17.7;;0.0
01/07/2023;1600;20.7;21.3;20.1;70.6;74;67;15.2;15.4;14.8;0;1019.98;1019.64;6.2;265;14.5;;0.0
01/07/2023;1700;19.4;20;18.8;74.8;76;74;14.8;15.2;14.2;0;1019.98;1019.64;4.1;243;14.5;;0.0
01/07/2023;1800;18.7;19.1;18.3;72.1;75;69;13.6;14.2;13.1;0.68;1020.32;1019.64;3;184;11.3;;0.0
01/07/2023;1900;18.6;18.9;18.4;74.4;77;70;13.9;14.4;13.1;0.34;1021;1020.32;3.7;154;8;;0.0
01/07/2023;2000;18.2;18.5;17.8;77.6;79;77;14.2;14.4;14;-0.34;1021;1020.32;1.9;151;4.8;;0.0
01/07/2023;2100;18;18.2;17.4;79.1;81;79;14.3;14.5;13.8;0.34;1020.66;1020.32;1.8;144;6.4;;0.0
01/07/2023;2200;18;18.1;17.5;81.8;84;81;14.9;15.3;14.2;0;1021;1020.66;1.4;173;6.4;;0.0
01/07/2023;2300;17.5;18;17.1;85.2;86;84;15;15.3;14.6;0;1021;1020.66;0;180;0;;0.0
02/07/2023;000;16.6;17.1;16.1;85.6;87;85;14.1;14.6;13.8;-0.68;1020.66;1019.98;0;68;0;;0.0
02/07/2023;100;15.7;16.1;15.6;87.6;88;87;13.6;13.9;13.4;-0.34;1019.98;1019.64;0;45;0;;0.0
02/07/2023;200;15;15.6;14.5;88.8;90;88;13.2;13.6;12.7;-0.68;1019.64;1018.96;0;0;0;;0.0
02/07/2023;300;14.1;14.5;13.9;89.5;91;89;12.4;12.9;12.2;0;1018.96;1018.63;0;203;0;;0.0
02/07/2023;400;14;14.8;13.7;91.4;93;91;12.6;13.5;12.3;0;1018.96;1018.63;0;68;0;;0.0
