rad,pmax,pmin,pmed,tmax,tmin,tmed,tomax,tomin,tomed,prec,urar,urmax,urmin,ventodir,rajada,ventovel
,1016.93,1004.4,-0.0736551724137931,33.2,17.3,24.78523489932886,31.1,14.1,19.676510067114094,141.3,74.61342281879195,100.0,37.0,120.89261744966443,29.0,3.865771812080537
,1021.67,1004.06,0.012261904761904766,31.7,18.2,24.333928571428572,23.6,7.3,18.838690476190475,5.7,72.43511904761905,98.0,42.0,165.57738095238096,27.4,3.667857142857143
,1017.61,1003.39,-0.02595092024539877,36.6,19.4,26.386585365853655,30.9,-32.1,21.153658536585365,57.099999999999994,74.59024390243901,96.0,1.0,90.11585365853658,24.1,3.4701219512195123
,1017.95,1003.39,-0.0325748502994012,33.7,22.7,26.535928143712574,24.2,9.6,22.016167664670657,17.4,77.16407185628742,92.0,42.0,147.22754491017963,19.3,2.5892215568862276
,1013.88,1006.1,0.016309523809523805,36.9,20.4,27.904761904761905,24.4,17.3,21.43095238095238,1.5,69.50952380952381,89.0,40.0,79.19642857142857,22.5,2.7958333333333334
,1011.85,1003.73,0.1144954128440367,37.1,23.5,27.792035398230087,25.0,19.8,22.51504424778761,36.400000000000006,74.09026548672567,94.0,47.0,142.1946902654867,22.5,0.9460176991150443
,1011.51,1010.5,0.09000000000000001,32.5,27.7,30.849999999999998,21.7,20.3,21.23333333333333,0.0,56.85,67.0,53.0,145.0,8.0,1.7333333333333334
,1021.67,1001.69,0.1779207920792079,34.0,17.4,25.173214285714288,24.4,7.0,18.879464285714285,27.5,69.38928571428572,89.0,37.0,171.02678571428572,25.7,4.911607142857143
,1018.63,1004.74,0.1089010989010989,35.2,20.5,25.804081632653062,24.3,16.9,21.03469387755102,14.399999999999999,76.3,93.0,44.0,134.24489795918367,17.7,2.593877551020408
,1021.0,1005.76,-0.04648809523809524,34.2,20.3,26.051190476190477,24.4,16.8,21.30595238095238,5.2,76.29404761904762,92.0,38.0,91.38690476190476,19.3,2.0660714285714286
,1017.27,1005.76,0.009259259259259262,32.9,22.4,26.45609756097561,24.6,20.4,22.347560975609756,39.3,79.25487804878048,94.0,55.0,137.40243902439025,24.1,1.726829268292683
,1017.95,1013.21,0.0039361702127659595,32.0,22.1,25.938297872340424,24.8,1.9,22.241489361702126,30.7,81.30212765957447,100.0,17.0,116.90425531914893,19.3,1.5510638297872341
,1018.63,1010.16,0.08052631578947368,35.4,23.7,29.33181818181818,23.7,17.6,21.10909090909091,0.0,62.39545454545455,85.0,39.0,151.3181818181818,16.1,4.372727272727273
,1016.59,1010.84,-0.08825396825396827,33.5,21.5,26.1234375,24.1,15.9,19.803125,5.6,69.6484375,100.0,43.0,115.796875,19.3,2.0546875
,1020.32,1010.5,0.0462406015037594,30.8,17.4,22.448507462686567,20.9,15.4,18.744776119402985,15.2,80.75373134328358,94.0,51.0,137.63432835820896,22.5,1.605223880597015
,1021.0,1007.79,-0.05857142857142857,31.9,18.6,23.270238095238096,22.3,17.2,19.45654761904762,52.6,80.07916666666667,95.0,51.0,104.51785714285714,20.9,1.5148809523809523
,1022.35,1001.69,0.07470238095238095,29.0,11.8,20.738690476190477,22.5,7.4,15.783333333333333,34.0,75.19345238095238,94.0,35.0,133.08333333333334,24.1,0.42083333333333334
,1022.69,1010.16,-0.034345238095238095,28.6,17.4,22.088690476190475,20.8,15.0,17.99345238095238,5.7,78.7297619047619,95.0,51.0,97.5,16.1,0.39107142857142857
,1020.32,1012.19,0.012754491017964074,30.2,18.5,23.849700598802396,22.8,15.8,20.15808383233533,25.3,80.70838323353293,94.0,45.0,87.39520958083833,17.7,0.5850299401197605
,1021.0,1013.21,0.028214285714285716,29.2,12.6,20.08452380952381,22.6,9.2,14.193452380952381,0.0,70.33869047619048,94.0,38.0,121.64880952380952,17.7,1.1636904761904763
,1023.03,1014.56,-0.01785714285714286,26.8,12.7,19.492857142857144,17.6,11.3,14.570238095238096,0.0,74.84285714285714,94.0,41.0,83.36309523809524,22.5,0.5595238095238095
,1022.35,1014.22,0.023988095238095246,27.7,15.8,21.607738095238094,21.1,13.1,18.301785714285714,14.4,82.12142857142857,95.0,59.0,104.5952380952381,25.7,0.9964285714285714
,1024.72,1015.92,-0.008095238095238095,27.0,13.1,19.185119047619047,18.6,11.8,14.949404761904763,0.5,78.02202380952382,96.0,45.0,87.32738095238095,16.1,0.2154761904761905
,1022.69,1009.14,-0.009285714285714284,31.4,14.1,20.517857142857142,18.7,12.7,15.926190476190476,8.1,76.81011904761905,96.0,38.0,109.13690476190476,22.5,1.0398809523809522
,1027.77,1009.82,0.08635220125786165,25.1,10.4,15.959119496855346,19.8,5.6,11.769811320754718,108.9,77.60251572327043,97.0,42.0,152.0440251572327,30.6,2.0830188679245283
,1027.43,1010.16,-0.056785714285714294,31.5,8.1,18.901190476190475,19.6,6.7,14.782142857142858,8.8,78.35238095238095,96.0,43.0,84.63095238095238,16.1,1.0482142857142858
,1027.77,1012.19,0.037797619047619045,31.8,12.7,19.673809523809524,20.0,8.6,14.561309523809525,0.0,73.97440476190476,95.0,39.0,118.86904761904762,25.7,2.438690476190476
,1024.72,1008.81,-0.0449685534591195,27.3,13.7,19.362893081761005,19.4,12.9,15.545911949685536,21.3,79.65345911949686,96.0,51.0,110.55974842767296,22.5,2.043396226415094
,1023.03,996.61,0.04807228915662652,25.0,10.3,17.62831325301205,19.9,7.0,13.721686746987952,74.7,79.4578313253012,97.0,44.0,134.40361445783134,25.7,1.605421686746988
,1033.19,1018.96,0.028589743589743595,26.4,11.9,17.437179487179485,19.2,6.9,13.525641025641026,3.3,78.33846153846153,93.0,57.0,140.0897435897436,22.5,2.032692307692308
,1027.43,1012.87,0.015465838509316777,28.8,9.7,18.49813664596273,19.8,6.9,14.496273291925466,1.8,78.50621118012423,96.0,47.0,117.51552795031056,24.1,1.4012422360248447
,1024.38,1014.22,-0.06516556291390728,26.5,12.5,19.60927152317881,18.4,11.4,15.762251655629138,0.0,79.78079470198675,97.0,51.0,80.50993377483444,19.3,1.1589403973509933
,1029.46,1010.5,-0.00805555555555556,32.0,12.5,18.08263888888889,20.1,5.8,14.398611111111112,35.1,80.02152777777778,94.0,41.0,182.74305555555554,30.6,2.14375
,1024.72,1001.36,-0.05602649006622517,31.7,11.0,19.760264900662253,20.9,8.8,15.807284768211922,22.900000000000002,79.2046357615894,96.0,49.0,103.16556291390728,25.7,1.3456953642384106
,1026.08,1001.02,0.09692307692307693,28.7,11.2,18.02820512820513,20.8,2.8,12.756410256410257,48.599999999999994,72.69679487179488,95.0,38.0,164.83333333333334,32.2,3.282692307692308
,1026.75,1008.81,-0.07946428571428571,26.7,9.2,17.997619047619047,20.3,5.7,14.570833333333335,23.2,81.51726190476191,97.0,44.0,120.69642857142857,19.3,0.7244047619047619
,1029.12,1004.06,0.10170068027210884,26.9,13.3,20.08231292517007,21.5,9.6,16.18163265306122,5.0,78.84285714285714,95.0,56.0,147.2108843537415,27.4,2.0714285714285716
,1022.35,1004.74,-0.031369047619047616,34.6,10.3,21.03035714285714,21.8,7.2,15.927380952380954,0.5,74.02440476190476,93.0,41.0,113.54166666666667,25.7,1.901190476190476
,1018.63,1006.77,-0.0008609271523178771,32.5,18.2,23.565562913907286,22.7,14.7,19.593377483443707,18.0,79.4092715231788,96.0,53.0,123.26490066225166,29.0,2.044370860927152
,1023.03,1002.37,0.023112582781456954,24.3,15.1,19.75960264900662,21.2,10.9,16.58476821192053,71.1,82.58675496688743,97.0,55.0,167.05298013245033,32.2,2.517880794701987
,1017.27,1002.37,0.027866666666666665,25.2,15.9,19.11,20.6,9.2,15.852666666666668,248.0,82.24199999999999,97.0,50.0,149.72,22.5,1.7259999999999998
,1025.74,1009.14,0.04729032258064516,30.2,15.1,19.890967741935484,20.2,11.7,15.909032258064517,80.6,78.76838709677419,97.0,50.0,161.55483870967743,25.7,2.3393548387096774
,1023.37,1007.45,0.03601351351351351,32.0,15.8,20.583783783783783,21.1,9.1,16.229054054054053,25.400000000000002,76.97297297297297,95.0,49.0,134.27702702702703,27.4,2.2290540540540538
,1016.93,1000.0,-0.049727891156462596,38.3,17.9,22.5530612244898,24.9,13.7,18.00816326530612,68.9,76.75102040816326,96.0,45.0,141.2517006802721,25.7,2.083673469387755
,1019.98,1000.34,0.0625974025974026,34.9,13.1,21.553896103896104,22.4,8.4,17.15974025974026,84.2,78.79285714285714,96.0,28.0,163.85064935064935,25.7,1.5376623376623377
,1021.67,1003.73,-0.09387096774193548,35.8,15.6,24.177419354838708,23.6,13.1,18.241290322580646,5.6,70.99741935483871,91.0,41.0,123.07096774193549,33.8,2.936129032258065
,1017.61,1001.69,0.04961290322580646,34.3,18.4,23.46,25.2,15.2,20.419999999999998,174.8,84.09806451612904,97.0,52.0,140.21935483870968,27.4,0.936774193548387
,1023.37,1003.39,0.02256756756756757,36.0,17.9,24.011486486486486,25.4,12.8,18.554054054054053,17.2,72.97162162162162,95.0,41.0,134.21621621621622,29.0,2.6777027027027027
,1019.3,1006.77,-0.016329113924050634,36.3,20.2,24.9879746835443,26.1,18.7,21.429746835443037,83.7,81.69746835443038,97.0,50.0,148.70886075949366,24.1,1.3556962025316455
,1020.32,1006.1,-0.0023566878980891704,43.8,19.2,24.49808917197452,26.2,14.8,20.40764331210191,42.4,79.56624203821656,96.0,35.0,154.71974522292993,30.6,2.8662420382165603
,1019.64,1009.14,-0.026129032258064514,35.9,18.9,26.75032258064516,25.3,17.2,21.25741935483871,17.9,73.41225806451612,93.0,38.0,81.99354838709678,24.1,1.8535483870967742
,1015.24,1007.11,7.142857142857466e-05,38.9,21.5,28.468571428571426,25.7,18.2,21.707857142857144,15.8,68.45285714285714,90.0,41.0,112.33571428571429,20.9,1.2514285714285713
,1018.29,1004.06,0.03255952380952381,39.5,20.8,26.979761904761908,25.3,13.7,19.03452380952381,0.5,63.00714285714286,90.0,37.0,163.6845238095238,35.4,4.001785714285714
0.0,,,-0.042405063291139244,34.6,20.6,24.954430379746835,24.8,18.4,20.858227848101265,124.3,79.21708860759493,94.0,50.0,151.73417721518987,22.5,1.7164556962025315
0.0,,,0.028571428571428574,42.3,21.6,27.64166666666667,27.8,17.4,22.373214285714283,28.099999999999998,74.60238095238095,92.0,39.0,141.6904761904762,32.2,2.061309523809524
0.0,,,0.0244047619047619,40.8,22.4,27.450595238095236,28.4,19.4,23.354761904761904,83.3,79.90357142857142,95.0,47.0,143.76785714285714,25.7,1.2351190476190477
0.0,0.0,0.0,-0.0069767441860465115,26.5,0.0,19.427906976744186,21.2,0.0,16.820930232558137,36.6,74.23255813953489,95.0,0.0,191.74418604651163,19.3,0.6581395348837209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1016.26,1013.88,0.1125,29.4,25.4,27.1125,24.1,23.1,23.575,5.6,81.375,91.0,69.0,139.625,17.7,3.3125
,1019.64,1017.61,0.1511111111111111,23.4,21.5,22.422222222222224,19.0,16.2,17.755555555555556,0.0,75.0,81.0,69.0,183.88888888888889,12.9,2.5444444444444443
,,,,,,,,,,0.0,,,,,,
,1016.26,1007.11,0.014322033898305088,32.4,23.4,26.794067796610168,27.1,17.9,22.96186440677966,91.39999999999999,80.2635593220339,99.0,55.0,170.79661016949152,16.1,1.1508474576271188
,1020.32,1012.19,0.060208333333333336,30.4,20.5,24.03125,23.4,16.9,19.511458333333334,8.1,76.42395833333333,91.0,49.0,172.27083333333334,11.3,0.93125
,1019.64,1004.4,-0.04918238993710692,32.9,22.2,26.611949685534594,26.1,18.7,21.893710691823898,3.9,75.88553459119497,89.0,59.0,128.55974842767296,19.3,1.5025157232704403
,1025.06,1001.69,0.023452380952380954,33.3,20.6,25.75,25.4,15.2,21.154761904761905,13.1,76.41428571428571,92.0,53.0,168.36309523809524,16.1,1.3452380952380953
,1019.98,1011.51,-0.009056603773584908,36.3,21.1,25.445911949685534,26.8,16.9,21.28490566037736,0.5,78.97672955974842,99.0,52.0,196.29559748427673,16.1,2.110691823899371
,1020.66,1009.82,0.0077987421383647814,33.9,19.4,24.961006289308177,27.3,17.7,22.355974842767296,23.000000000000004,86.12452830188678,99.0,56.0,197.50943396226415,29.0,3.363522012578616
,1020.32,1010.84,0.0068354430379746825,31.0,21.8,24.292405063291138,26.1,21.4,23.124683544303796,205.7,93.59620253164557,99.0,70.0,169.51898734177215,24.1,3.8113924050632915
,1021.0,1010.16,-0.002440476190476187,28.9,15.1,22.785714285714285,25.6,13.7,20.120238095238093,66.7,86.47916666666667,99.0,41.0,215.79166666666666,25.7,3.6482142857142854
,1020.66,1006.1,0.015705128205128205,30.3,18.4,23.650000000000002,25.6,18.0,21.893589743589743,23.3,90.39999999999999,99.0,62.0,198.85256410256412,25.7,3.73974358974359
,1017.95,1005.08,0.02753086419753086,31.5,19.6,23.908024691358023,25.5,19.4,22.50432098765432,32.8,92.37160493827162,99.0,59.0,212.6172839506173,17.7,2.051851851851852
,1020.32,1005.08,-0.09716981132075472,33.7,12.0,23.928930817610063,26.6,4.0,22.387421383647798,15.9,91.72327044025157,99.0,58.0,194.64779874213838,32.2,3.328301886792453
,1023.37,1004.74,0.06904761904761905,24.8,12.3,17.34464285714286,23.8,9.1,15.704761904761906,142.9,90.82916666666667,99.0,46.0,213.33928571428572,30.6,3.5940476190476187
,1026.41,1006.1,0.05065476190476191,28.2,11.8,19.05654761904762,23.8,10.1,17.010119047619046,31.599999999999998,88.57619047619048,99.0,56.0,213.5654761904762,27.4,3.6077380952380955
,1025.74,1012.53,-0.025483870967741937,25.5,10.9,17.54193548387097,20.3,9.0,14.829032258064515,56.0,85.60903225806452,99.0,48.0,205.04516129032257,22.5,2.201290322580645
,1026.08,1018.96,0.24125,23.3,14.2,18.008333333333333,19.7,12.2,16.029166666666665,0.0,88.69583333333333,99.0,75.0,154.45833333333334,24.1,5.820833333333333
,,,,,,,,,,0.0,,,,,,
,,,,,,,,,,0.0,,,,,,
,1023.71,1008.13,0.01023255813953489,28.8,8.0,16.248837209302327,18.4,2.8,11.108527131782946,24.9,73.25426356589146,95.0,39.0,153.7674418604651,17.7,3.6496124031007753
,1027.09,1011.85,-0.01988095238095238,30.6,6.6,15.535714285714286,19.3,5.8,11.827976190476189,101.39999999999999,79.92380952380952,96.0,40.0,151.75595238095238,29.0,3.8154761904761907
,1029.46,1013.55,0.03648809523809524,22.7,11.8,14.398809523809524,16.9,8.6,11.876190476190477,131.1,85.175,96.0,64.0,171.73214285714286,22.5,4.8202380952380945
,1029.46,1018.29,-0.012554744525547444,26.9,11.6,17.541605839416057,20.1,10.1,14.478102189781023,4.7,83.35620437956204,97.0,48.0,159.31386861313868,22.5,2.7627737226277373
,1025.06,1015.24,-0.013378378378378374,30.4,11.5,19.218243243243244,20.9,10.7,15.854054054054055,0.0,82.58108108108108,97.0,42.0,154.93243243243242,19.3,2.097972972972973
,1030.14,1015.92,-0.002754491017964069,29.8,14.1,18.87365269461078,21.4,10.4,15.62694610778443,11.299999999999999,82.12574850299401,96.0,49.0,130.90419161676647,29.0,4.097005988023953
,1021.67,1008.81,-0.018502994011976043,28.9,7.8,17.920359281437126,20.6,4.7,14.138323353293412,4.3999999999999995,80.06467065868263,95.0,37.0,161.2574850299401,19.3,3.150898203592815
,1028.11,1012.87,-0.0028947368421052624,29.6,6.9,16.48486842105263,18.9,2.2,11.625,0.0,75.61776315789473,97.0,26.0,138.1315789473684,27.4,3.348684210526316
,1026.75,1011.18,0.06731543624161075,28.2,7.5,17.934228187919462,21.0,4.9,14.275167785234899,12.6,80.26979865771813,97.0,34.0,165.2751677852349,24.1,4.587248322147651
,1028.45,1012.19,-0.06826923076923078,30.1,6.8,18.48076923076923,19.8,3.4,13.559615384615386,0.0,75.0801282051282,96.0,28.0,150.14102564102564,27.4,3.128846153846154
,1023.03,1013.55,0.05433823529411765,29.6,9.2,18.625735294117646,21.6,5.0,14.808088235294118,10.2,79.27426470588235,95.0,50.0,146.14705882352942,25.7,4.089705882352941
,1025.06,1007.79,0.006114649681528666,33.5,14.5,20.94267515923567,23.4,10.1,17.855414012738855,36.9,83.25286624203822,96.0,53.0,173.7388535031847,30.6,3.598089171974522
,1025.74,1009.82,-0.0796376811594203,30.2,13.5,20.74927536231884,22.4,12.9,17.431884057971015,49.5,82.31304347826088,96.0,48.0,153.66666666666666,22.5,3.4666666666666663
,1022.01,1008.81,0.2976923076923077,30.1,14.6,22.83269230769231,22.3,12.8,18.498076923076923,13.0,77.93012820512821,94.0,38.0,148.96794871794873,24.1,4.260897435897436
,1024.38,1006.43,-0.013630136986301365,32.8,14.2,21.275342465753422,23.8,8.9,16.427397260273974,40.7,74.9931506849315,94.0,45.0,160.17808219178082,32.2,5.110958904109589
,1027.77,1005.08,0.012451612903225804,28.4,16.4,21.05483870967742,21.1,14.1,17.83225806451613,91.0,82.83806451612902,96.0,48.0,194.9741935483871,30.6,4.536774193548387
,1027.43,1012.53,-0.03744360902255639,32.8,17.4,22.474436090225563,21.7,14.4,18.15639097744361,4.2,77.26466165413534,90.0,49.0,183.84962406015038,22.5,3.6827067669172933
,1023.37,997.29,0.058311688311688314,33.6,18.3,24.14025974025974,24.8,12.4,19.30064935064935,22.4,75.51298701298701,94.0,38.0,164.42207792207793,38.6,4.594805194805195
,1019.3,1013.88,-0.03365384615384615,30.1,19.5,23.972435897435897,23.3,17.1,20.339102564102564,49.3,80.6974358974359,92.0,57.0,232.96794871794873,22.5,4.417948717948718
,1016.93,1003.39,-0.05206896551724138,30.4,16.9,23.478620689655173,24.2,13.8,19.807586206896552,62.1,80.79724137931035,94.0,45.0,204.24137931034483,30.6,4.153103448275862
,1018.63,1004.4,0.004452554744525544,31.3,15.5,23.519565217391303,23.6,11.3,17.67391304347826,7.7,71.3268115942029,93.0,37.0,194.36231884057972,24.1,4.253623188405797
,1021.0,1009.48,0.022395209580838325,32.2,18.2,22.129940119760477,24.8,16.6,19.38383233532934,60.699999999999996,85.03652694610778,94.0,57.0,191.32934131736528,33.8,3.9652694610778445
,1019.3,1004.06,-0.08320754716981132,34.3,20.2,25.233333333333334,25.1,17.4,21.38930817610063,15.0,79.88930817610063,92.0,55.0,202.66037735849056,22.5,4.274213836477988
