ano_mes,TMED,CHUVA
2023-01,26.3718902357577,81.7
2023-02,26.324716996751988,78.3
2023-03,26.981220681260993,80.8
2023-04,22.200396825396822,107.5
2023-05,21.025409069658718,40.2
2023-06,18.90056878306878,125.80000000000001
2023-07,18.256887839287185,101.10000000000001
2023-08,18.73042612483356,111.4
2023-09,21.096925610595115,112.2
2023-10,20.593810571149284,438.8
2023-11,23.187300865800864,350.40000000000003
2023-12,26.773468198468198,76.6
