rad,p_estacao,p_mar,pmax,pmin,t_seco,tmax,tmin,t_orvalho,tomax,tomin,prec,urar,urmax,urmin,ventodir,rajada,ventovel
515.3535714285714,1014.0309523809525,1014.7952380952381,1020.6,1004.4,20.827380952380953,27.1,17.0,17.176190476190477,19.5,15.0,59.0,80.07738095238095,92.0,53.0,170.72619047619048,11.7,1.8672619047619048
329.76130952380953,1017.3684523809524,1018.1654761904762,1021.1,1008.3,18.160119047619048,22.7,15.6,13.976190476190476,19.1,9.3,43.0,77.11309523809524,92.0,55.0,185.35714285714286,13.0,1.7767857142857142
425.0952380952381,1014.7029761904762,1015.4672619047619,1021.6,1004.6,20.196428571428573,25.0,15.8,17.29047619047619,20.3,12.6,100.4,83.70833333333333,93.0,61.0,139.36904761904762,12.0,1.7875
759.4869047619047,1016.367857142857,1017.1416666666667,1023.6,1001.9,19.09464285714286,26.2,14.8,14.379761904761907,18.3,9.8,14.8,75.20238095238095,93.0,50.0,185.70238095238096,14.8,1.7815476190476192
712.6333333333333,1020.5107142857142,1021.2910714285714,1025.4,1016.2,21.017261904761906,29.1,14.1,16.70595238095238,19.9,8.0,96.0,77.69047619047619,93.0,34.0,150.48214285714286,13.0,0.7613095238095239
785.2946428571429,1013.805357142857,1014.5404761904762,1019.8,1008.9,22.229761904761904,27.3,18.4,18.66785714285714,20.5,14.2,32.6,80.85714285714286,93.0,54.0,154.05357142857142,11.9,1.3779761904761905
586.7988095238095,1018.7672619047619,1019.5577380952382,1023.4,1014.5,19.648214285714285,25.4,15.3,14.618452380952382,17.5,11.2,8.0,73.64880952380952,92.0,47.0,171.20238095238096,10.1,0.3392857142857143
801.2785714285714,1014.6428571428571,1015.4017857142857,1018.9,1009.2,21.423809523809524,26.7,15.3,16.870833333333334,19.8,12.6,71.39999999999999,76.14285714285714,92.0,52.0,167.76190476190476,12.8,1.4845238095238096
902.5458333333333,1009.7202380952381,1010.4416666666667,1019.0,999.2,23.120238095238093,31.0,17.5,17.791071428571428,21.9,13.2,20.4,72.60119047619048,91.0,43.0,181.10119047619048,15.6,1.8696428571428574
794.0291666666666,1011.479761904762,1012.2047619047619,1018.8,998.7,23.007738095238096,31.8,18.1,17.54404761904762,22.1,12.9,31.6,72.20238095238095,91.0,42.0,172.92857142857142,12.0,1.8196428571428571
907.6547619047619,1014.1755952380952,1014.922619047619,1021.1,1003.7,21.995833333333334,27.9,16.6,16.529761904761905,22.0,11.7,46.4,71.95238095238095,92.0,46.0,178.375,10.9,2.026190476190476
859.0,1012.4988095238094,1013.2029761904762,1019.1,1007.5,24.670238095238098,29.3,20.9,19.823214285714286,23.8,11.2,10.6,75.38095238095238,92.0,37.0,136.27380952380952,11.3,1.9821428571428572
1108.107142857143,1010.8922619047619,1011.6029761904762,1016.9,1005.0,24.06904761904762,28.8,17.3,17.33214285714286,21.0,11.8,0.6000000000000001,66.8452380952381,86.0,40.0,176.97619047619048,15.5,2.4535714285714283
999.4458333333333,1010.7404761904761,1011.4440476190476,1017.0,1005.3,24.794047619047618,30.8,17.9,19.107142857142858,23.2,12.3,0.6000000000000001,71.51785714285714,91.0,43.0,169.17857142857142,12.5,1.4833333333333332
726.1833333333334,1011.0065476190476,1011.7267857142857,1018.4,1001.6,24.180357142857144,32.1,19.3,19.482142857142858,24.2,13.2,10.200000000000001,75.76190476190476,91.0,45.0,194.85119047619048,13.3,1.9214285714285715
868.0238095238095,1013.820238095238,1014.5238095238095,1020.3,1007.5,25.336904761904766,32.6,20.2,20.361309523809524,24.3,17.7,1.0,74.63690476190476,91.0,52.0,182.17857142857142,12.9,1.6964285714285714
1161.6720238095238,1012.8684523809524,1013.5684523809524,1016.7,1006.7,28.302976190476187,34.8,23.0,22.04345238095238,24.4,17.8,0.0,69.67261904761905,87.0,44.0,146.79166666666666,12.6,2.013095238095238
795.8589285714285,1010.7958333333333,1011.5095238095239,1013.6,1004.1,25.154761904761905,32.2,18.5,20.330357142857142,24.1,15.3,16.6,75.39880952380952,91.0,50.0,158.36904761904762,14.6,2.3904761904761904
943.3648809523809,1010.0970238095238,1010.7970238095238,1015.5,1002.9,26.10535714285714,34.8,20.7,21.395833333333332,24.4,17.4,24.0,76.11904761904762,91.0,48.0,159.74404761904762,12.1,1.7416666666666667
1113.4178571428572,1013.1083333333333,1013.819642857143,1015.1,1007.0,24.85,30.3,18.8,18.023214285714285,21.1,13.9,25.2,66.82142857142857,91.0,42.0,157.23214285714286,11.7,1.8601190476190477
901.8083333333333,1012.0154761904762,1012.7363095238096,1016.6,1008.0,24.110714285714284,31.5,17.4,18.03214285714286,23.1,11.3,11.6,70.5,90.0,33.0,182.92261904761904,11.7,1.4886904761904762
796.8988095238095,1014.0583333333333,1014.7601190476191,1017.1,1010.0,26.405952380952378,32.4,20.7,21.424404761904764,24.2,16.2,10.4,74.96428571428571,90.0,45.0,173.39880952380952,11.4,1.5285714285714287
805.6184523809524,1011.3595238095238,1012.0595238095239,1014.8,1006.1,26.654166666666665,32.9,22.3,22.279761904761905,25.1,20.0,77.6,77.73809523809524,91.0,51.0,175.8095238095238,11.0,1.5446428571428572
602.457738095238,1012.4041666666666,1013.1232142857143,1017.7,1006.7,24.907738095238095,32.1,20.0,21.09107142857143,25.0,15.6,120.2,79.93452380952381,92.0,56.0,185.42261904761904,13.6,1.8482142857142858
668.0035714285715,1013.8589285714285,1014.5755952380953,1022.2,1007.8,23.867261904761904,32.9,19.7,19.68154761904762,24.2,13.4,20.2,77.97619047619048,92.0,51.0,176.86904761904762,13.2,1.793452380952381
558.4541666666667,1014.2392857142858,1014.9749999999999,1024.8,1005.7,22.632142857142856,30.8,18.2,18.23392857142857,22.7,12.0,21.2,77.25,91.0,32.0,192.19642857142858,10.3,1.4910714285714286
516.8345238095238,1018.0208333333334,1018.7809523809525,1025.0,1007.9,21.652380952380952,28.9,15.7,16.588690476190475,21.5,3.4,7.6000000000000005,73.95238095238095,91.0,32.0,196.89880952380952,15.6,1.6619047619047618
534.0934523809524,1014.9000000000001,1015.6273809523809,1018.1,1011.4,22.927380952380954,27.4,18.9,19.479166666666668,22.2,17.6,4.8,81.2797619047619,93.0,62.0,192.66666666666666,9.9,1.3505952380952382
473.5297619047619,1014.570238095238,1015.3166666666667,1022.1,1007.1,21.248214285714283,27.7,13.2,15.751785714285715,22.0,3.0,8.200000000000001,72.00595238095238,92.0,31.0,198.38095238095238,15.1,1.6738095238095236
622.7797619047619,1014.7386904761905,1015.4892857142858,1021.7,998.7,20.692857142857143,27.6,13.8,15.788690476190476,19.5,11.6,2.4,74.73214285714286,93.0,37.0,197.54761904761904,9.8,1.0761904761904764
450.1458333333333,1015.9672619047619,1016.7142857142857,1023.8,1009.6,22.586309523809526,35.0,17.1,18.133333333333333,21.9,12.1,13.0,76.76785714285714,91.0,37.0,209.66071428571428,18.3,1.8398809523809525
400.67499999999995,1017.7119047619047,1018.4982142857143,1025.2,1008.0,19.074404761904763,25.5,12.1,14.949404761904763,18.8,8.9,104.2,78.45833333333333,93.0,37.0,188.4047619047619,13.6,1.7958333333333332
484.5952380952381,1016.757738095238,1017.5345238095238,1022.9,1008.4,19.626190476190477,25.7,14.2,15.435119047619047,19.6,10.5,3.4000000000000004,77.71428571428571,93.0,47.0,210.10714285714286,9.6,1.1363095238095238
542.802380952381,1015.8553571428572,1016.6511904761904,1024.4,1002.3,16.242261904761904,23.3,8.2,8.410714285714286,17.4,0.1,0.6000000000000001,62.25595238095238,94.0,32.0,220.33928571428572,17.9,1.9482142857142857
413.87619047619046,1018.272619047619,1019.055357142857,1023.7,1007.3,19.25654761904762,26.1,13.3,15.810714285714285,18.6,11.7,15.799999999999999,81.38690476190476,94.0,46.0,210.8452380952381,10.7,0.7809523809523808
