ano_mes,TMED,CHUVA
2023-01,,0.0
2023-02,,0.0
2023-03,26.418055555555554,155.89999999999998
2023-04,22.473329765041722,214.7
2023-05,21.727750603864735,82.1
2023-06,18.202708333333334,212.7
2023-07,18.577579438105754,235.50000000000003
2023-08,19.10928121235073,199.6
2023-09,21.078277777777775,171.6
2023-10,20.54934638504611,424.7
2023-11,22.76131038647343,618.5
2023-12,26.17096398275858,191.89999999999998
