ano_mes,TMED,CHUVA
2023-01,25.161559139784945,121.8
2023-02,24.912797619047616,248.7
2023-03,25.172830261136713,141.9
2023-04,21.83583333333333,131.5
2023-05,20.22056451612903,62.8
2023-06,18.757720588235294,177.1
2023-07,17.7497311827957,116.6
2023-08,18.062687003272558,116.3
2023-09,20.009999999999998,107.2
2023-10,19.66141321044547,384.40000000000003
2023-11,22.135416666666668,366.8
2023-12,24.84848226808255,102.80000000000001
